movie_id,title,mean,count
930,Chain Reaction (1996),2.7,80
259,George of the Jungle (1997),2.685185185185185,162
231,Batman Returns (1992),2.683098591549296,142
452,Jaws 2 (1978),2.6666666666666665,66
29,Batman Forever (1995),2.6666666666666665,114
840,Last Man Standing (1996),2.660377358490566,53
338,Bean (1997),2.659340659340659,91
413,Tales from the Crypt Presents: Bordello of Blood (1996),2.6363636363636362,55
369,Black Sheep (1996),2.6363636363636362,55
158,Weekend at Bernie's (1989),2.6166666666666667,60
358,Spawn (1997),2.6153846153846154,143
395,Robin Hood: Men in Tights (1993),2.5892857142857144,56
826,"Phantom, The (1996)",2.575,80
260,Event Horizon (1997),2.574803149606299,127
105,Sgt. Bilko (1996),2.5675675675675675,74
441,"Amityville Horror, The (1979)",2.5660377358490565,53
325,Crash (1996),2.546875,128
877,Excess Baggage (1997),2.5384615384615383,52
542,Pocahontas (1995),2.5294117647058822,51
831,Escape from L.A. (1996),2.4615384615384617,91
254,Batman & Robin (1997),2.4516129032258065,62
145,"Lawnmower Man, The (1992)",2.4461538461538463,65
243,Jungle2Jungle (1997),2.4393939393939394,132
871,Vegas Vacation (1997),2.4,75
412,"Very Brady Sequel, A (1996)",2.3978494623655915,93
450,Star Trek V: The Final Frontier (1989),2.3968253968253967,63
122,"Cable Guy, The (1996)",2.339622641509434,106
988,"Beautician and the Beast, The (1997)",2.313953488372093,86
120,Striptease (1996),2.2388059701492535,67
687,McHale's Navy (1997),2.1884057971014492,69
931,"Island of Dr. Moreau, The (1996)",2.1578947368421053,57
